Molecule Name,CDD Number,SMILES,SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean,SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean Standard Deviation (±),SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean Count,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Run Date,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Experiment Status,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Soaking time,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Crystal mounting result,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Completeness (High res shell),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Space Group,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Ligand confidence,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Fragalysis Link,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: CChalf (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Completeness (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: ISig(I) (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Refinement Rwork,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Refinement Rfree,worked
ASAP-0008641,,CNC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)c12,,,,2024-03-20,Structure analysed and rejected,1:03:30 AM,OK: No comment:No comment,26.4,P 43,,,,,,,,False
ASAP-0008622,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C4(C(N)=O)CC4)c3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008623,,Cc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)co1,,,,,,,,,,,,,,,,,False
ASAP-0008630,,CNc1cc(N[C@@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)ncn1,,,,,,,,,,,,,,,,,False
ASAP-0008633,,CC(C)[C@@H](Nc1cc(C(N)=O)ccn1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0008637,,CNC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)NC(=O)CO4)C(C)C)c12,,,,2023-11-21,Structure analysed and rejected,01:04:42,OK: No comment:No comment,27.5,P 43,,,,,,,,False
ASAP-0008640,,Cc1n[nH]c(C)c1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0008699,,CC(=O)N1CC(NC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)C1,,,,,,,,,,,,,,,,,False
ASAP-0008689,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(F)CC3)cc12)c1ccc2c(c1)OCCO2,5.78,0.121,2.0,,,,,,,,,,,,,,False
ASAP-0008686,,CO[C@@H]1CCC[C@H]1NC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,5.93,0.0843,2.0,,,,,,,,,,,,,,False
ASAP-0008687,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NC34CC(C#N)(C3)C4)cc12)c1ccc2c(c1)OCCO2,5.79,0.108,2.0,,,,,,,,,,,,,,False
ASAP-0008688,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NC[C@@H]3CCOC3)cc12)c1ccc2c(c1)OCCO2,6.09,0.21,2.0,,,,,,,,,,,,,,False
ASAP-0008690,,COCCC1(NC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)CC1,5.45,0.136,2.0,,,,,,,,,,,,,,False
ASAP-0008691,,COc1cn[nH]c1NC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,4.14,,1.0,,,,,,,,,,,,,,False
ASAP-0008692,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCC(F)F)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008693,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3cnco3)cc12)c1ccc2c(c1)OCCO2,5.97,0.311,2.0,,,,,,,,,,,,,,False
ASAP-0008694,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3=NCCCN3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008695,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCc3cn[nH]c3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008696,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3c[nH]cn3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008697,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N[C@H]3[C@@H]4CN(C)C[C@H]34)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008698,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3ncccn3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008684,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NC3(CF)COC3)cc12)c1ccc2c(c1)OCCO2,5.83,0.102,2.0,,,,,,,,,,,,,,False
ASAP-0008683,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3cnccc3O)cc12)c1ccc2c(c1)OCCO2,4.87,0.18,2.0,,,,,,,,,,,,,,False
ASAP-0008682,,Cc1cnn(C)c1NC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,< 4.28,0.398,2.0,,,,,,,,,,,,,,False
ASAP-0008679,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,7.34,0.0983,2.0,,,,,,,,,,,,,,False
ASAP-0008533,,CCN1N=CC(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)=C1C,,,,2024-03-20,Structure analysed and rejected,1:11:28 AM,OK: No comment:No comment,11.7,P 43,,,,,,,,False
ASAP-0008469,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)n3)cc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:28:25,OK: No comment:No comment,34.6,P 43,,,,,,,,False
ASAP-0008465,,COC1=C(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)N(C)N=C1,,,,2024-03-20,Structure analysed and rejected,1:18:21 AM,OK: No comment:No comment,11.5,P 43,,,,,,,,False
ASAP-0008467,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=C(C3(C#N)CC3)C=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:25:44,OK: No comment:No comment,12.2,P 43,,,,,,,,False
ASAP-0008474,,COc1ccc([C@@](C)(CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,2023-11-21,Structure analysed and rejected,01:34:19,OK: No comment:No comment,45.1,P 43,,,,,,,,False
ASAP-0008471,,CC(C)[C@@H](Nc1ncnc2[nH]cc(S(=O)(=O)N(C)C)c12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:33:55,OK: No comment:No comment,11.3,P 43,,,,,,,,False
ASAP-0008458,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=COC=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2024-02-28,Structure analysed and rejected,1:26:09 AM,OK: No comment:No comment,11.1,P 43,,,,,,,,False
ASAP-0008463,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=CC(C#N)=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:24:32,OK: No comment:No comment,71.8,P 43,,,,,,,,False
ASAP-0008464,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CN=C(C#N)N=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:26:34,OK: No comment:No comment,37.3,P 43,,,,,,,,False
ASAP-0008484,,Cn1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,,,,2024-02-28,Structure analysed and rejected,1:36:15 AM,OK: No comment:No comment,11.8,P 43,,,,,,,,False
ASAP-0008482,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CCC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:35:53,OK: No comment:No comment,13.1,P 43,,,,,,,,False
ASAP-0008476,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C(C)C)c3C#N)cc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,No data collected,01:34:31,OK: No comment:No comment,,,,,,,,,,False
ASAP-0008478,,CC(C)[C@@H](Nc1[nH]cnc2nccc1-2)c1ccc2c(c1)OCCO2,,,,2023-11-21,No data collected,01:34:54,OK: No comment:No comment,,,,,,,,,,False
ASAP-0008449,,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:21:49,OK: No comment:No comment,11.4,P 43,,,,,,,,False
ASAP-0008446,,CNS(=O)(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)c12,,,,2024-03-20,Structure analysed and rejected,1:22:07 AM,OK: No comment:No comment,13.3,P 43,,,,,,,,False
ASAP-0008447,,COc1ccc([C@@H](CC(=O)O)NC(=O)c2c[nH]c3c(NC(=O)NC4CC4)cccc23)cc1,,,,2023-11-21,Structure analysed and rejected,01:22:26,OK: No comment:No comment,92.4,P 43,,,,,,,,False
ASAP-0008532,,CC(C)C1=NNC=C1C1=CC2=C(N[C@@H](C3=CC=C4C(=C3)OCCO4)C(C)C)N=CN=C2N1,,,,2024-03-20,Structure analysed and rejected,1:11:02 AM,OK: No comment:No comment,10.3,P 43,,,,,,,,False
ASAP-0008515,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=C(C3CC3)C=NN1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:03:01,OK: No comment:No comment,38.1,P 43,,,,,,,,False
ASAP-0008512,,COC(=O)C1=CNC(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)=C1,,,,2024-02-28,Structure analysed and rejected,1:01:46 AM,OK: No comment:No comment,10.6,P 43,,,,,,,,False
ASAP-0008513,,CC(C)[C@@H](Nc1ncnc2[nH]c([C@@H]3CCOC3)cc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:02:00,OK: No comment:No comment,11.7,P 43,,,,,,,,False
ASAP-0008514,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=NC(C#N)=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:02:45,OK: No comment:No comment,19.6,P 43,,,,,,,,False
ASAP-0008518,,CC1=CN(C2=CC=C(C3=CC4=C(N[C@@H](C5=CC=C6C(=C5)OCCO6)C(C)C)N=CN=C4N3)C=C2)N=C1,,,,2024-03-20,Structure analysed and rejected,1:04:01 AM,OK: No comment:No comment,40.2,P 43,,,,,,,,False
ASAP-0008516,,CC1=COC(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)=C1,,,,2023-11-21,Structure analysed and rejected,01:03:20,OK: No comment:No comment,11.0,P 43,,,,,,,,False
ASAP-0008517,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CN=CN1C)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:03:43,OK: No comment:No comment,33.3,P 43,,,,,,,,False
ASAP-0008511,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CCOC1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:01:27 AM,OK: No comment:No comment,60.3,P 43,,,,,,,,False
ASAP-0008508,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CN=CC(OCCN(C)C)=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:33:03 AM,OK: No comment:No comment,9.2,P 43,,,,,,,,False
ASAP-0008509,,CC1=NOC(C)=C1C1=CC2=C(N[C@@H](C3=CC=C4C(=C3)OCCO4)C(C)C)N=CN=C2N1,,,,2023-11-21,Structure analysed and rejected,01:33:20,OK: No comment:No comment,10.1,P 43,,,,,,,,False
ASAP-0008510,,CCN1C=C(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)C=N1,,,,2023-11-21,Structure analysed and rejected,01:01:10,OK: No comment:No comment,18.4,P 43,,,,,,,,False
ASAP-0008519,,CC1=NN(C)C(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)=C1,,,,2023-11-21,Structure analysed and rejected,01:04:19,OK: No comment:No comment,7.0,P 43,,,,,,,,False
ASAP-0008529,,CCN1C=CC(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)=N1,,,,2024-02-28,Structure analysed and rejected,1:09:36 AM,OK: No comment:No comment,10.1,P 43,,,,,,,,False
ASAP-0008526,,CC(=O)C1=CC=C(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)O1,,,,2024-03-20,Structure analysed and rejected,1:08:32 AM,OK: No comment:No comment,9.8,P 43,,,,,,,,False
ASAP-0008527,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=NN(C)C=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:08:54,OK: No comment:No comment,37.9,P 43,,,,,,,,False
ASAP-0008528,,CCN1C=C(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)C(C)=N1,,,,2023-11-21,Structure analysed and rejected,01:09:08,OK: No comment:No comment,4.8,P 43,,,,,,,,False
ASAP-0008530,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=CC(NC(N)=O)=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:10:07,OK: No comment:No comment,13.8,P 43,,,,,,,,False
ASAP-0008531,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=NN(C(C)C)C=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:10:46,OK: No comment:No comment,10.7,P 43,,,,,,,,False
ASAP-0008525,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=CC3=C1CN(C)C3=O)=C2)C1=CC=C2C(=C1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:08:02 AM,OK: No comment:No comment,11.4,P 43,,,,,,,,False
ASAP-0008520,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CN(CC3CC3)N=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:04:57,OK: No comment:No comment,11.7,P 43,,,,,,,,False
ASAP-0008521,,CC1=NN(C)N=C1C1=CC2=C(N[C@@H](C3=CC=C4C(=C3)OCCO4)C(C)C)N=CN=C2N1,,,,2023-11-21,Structure analysed and rejected,01:05:30,OK: No comment:No comment,33.5,P 43,,,,,,,,False
ASAP-0008522,,CC1=NNC(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)=C1,,,,2023-11-21,Structure analysed and rejected,01:06:28,OK: No comment:No comment,11.5,P 43,,,,,,,,False
ASAP-0008523,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=NN1C1CC1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:06:50,OK: No comment:No comment,12.0,P 43,,,,,,,,False
ASAP-0008524,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=NN1CC1CC1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:07:38,OK: No comment:No comment,11.8,P 43,,,,,,,,False
ASAP-0008491,,CC(C)[C@@H](Nc1ncnc2[nH]c(C3CCS(=O)(=O)CC3)cc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:32:04,OK: No comment:No comment,11.4,P 43,,,,,,,,False
ASAP-0008487,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N(C)C)cc12)c1ccc2c(c1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:31:27 AM,OK: No comment:No comment,99.8,P 43,,,,,,,,False
ASAP-0008490,,Cc1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cn1,,,,2023-11-21,Structure analysed and rejected,01:37:05,OK: No comment:No comment,12.0,P 43,,,,,,,,False
ASAP-0008496,,COc1cc(Nc2ccc(C(=O)N[C@@H]3c4cccc(O)c4C[C@H]3C(=O)O)cc2)[nH]n1,,,,2023-11-21,No data collected,01:37:57,OK: No comment:No comment,,,,,,,,,,False
ASAP-0008494,,COc1cc(Nc2ccc(C(=O)N[C@@H]3c4cccc(O)c4C[C@@H]3C(=O)O)cc2)[nH]n1,,,,2023-11-21,Structure analysed and rejected,01:37:40,OK: No comment:No comment,9.7,P 43,,,,,,,,False
ASAP-0008506,,CC1=C(C#N)C=NC=C1C1=CC2=C(N[C@@H](C3=CC=C4C(=C3)OCCO4)C(C)C)N=CN=C2N1,,,,2024-02-28,Structure analysed and rejected,1:32:09 AM,OK: No comment:No comment,11.4,P 43,,,,,,,,False
ASAP-0008504,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CN=CC(C#N)=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:31:27,OK: No comment:No comment,45.7,P 43,,,,,,,,False
ASAP-0008507,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=C(N3C=CC=N3)C=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Data collection failed,01:32:36,FAIL: No comment:No comment,,,,,,,,,,False
ASAP-0008503,,COCCn1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c1C#N,,,,2024-03-20,Structure analysed and rejected,12:58:46 AM,OK: No comment:No comment,10.6,P 43,,,,,,,,False
ASAP-0008500,,CCn1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c1C#N,,,,2023-11-21,Structure analysed and rejected,01:30:59,OK: No comment:No comment,11.3,P 43,,,,,,,,False
ASAP-0011213,,COC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)CCN4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0011234,,CNc1nccc(N[C@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)n1,,,,,,,,,,,,,,,,,False
ASAP-0011238,,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)CCN4C(=O)C3CC3)C(C)C)ncnc2[nH]1,,,,2023-11-21,Structure analysed and rejected,00:50:42,,18.2,P 1 21 1,,,,,,,,False
ASAP-0011217,,CNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)NC(=O)CO4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0011198,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N[C@@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-03-20,Structure analysed and rejected,,,98.7,P1211,,,,,,,,False
ASAP-0011196,,CC(C)[C@H](Nc1ncnc2[nH]c(C(=O)N[C@@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0011201,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc4nnn(C)c4c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0011240,,CNc1nccc(N[C@@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)n1,,,,,,,,,,,,,,,,,False
ASAP-0011243,,CNCc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)NCC5)C(C)C)ncnc3[nH]2)co1,,,,,,,,,,,,,,,,,False
ASAP-0011247,,CC(C)[C@H](Nc1ncnc2[nH]cc(C(=O)NC3CC3)c12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0011249,,CCNC(=O)c1cc2c(N[C@@H](c3cnc(NC(C)=O)s3)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0011252,,CC(C)[C@@H](Nc1ncnc2[nH]c(C3=CCS(=O)(=O)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0011132,,CCNC(=O)c1cc2c(N[C@@H](c3cccnc3OCC(F)(F)F)C(C)C)ncnc2[nH]1,< 4.00,,1.0,,,,,,,,,,,,,,False
ASAP-0011080,,CCNC(=O)c1cc2c(N[C@@H](c3nc4ccccc4o3)C(C)C)ncnc2[nH]1,4.72,0.046,2.0,,,,,,,,,,,,,,False
ASAP-0011078,,CCNC(=O)c1cc2c(N[C@@H](c3cc4c(cc3Cl)OCO4)C(C)C)ncnc2[nH]1,5.26,0.0722,2.0,,,,,,,,,,,,,,False
ASAP-0010747,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N[C@@H]3CCN(C)C3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0010749,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1cccc(S(C)(=O)=O)c1,,,,,,,,,,,,,,,,,False
ASAP-0010787,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc(F)c(C#N)c1,,,,,,,,,,,,,,,,,False
ASAP-0010741,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3ccn(C)n3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0010857,,COc1ccc([C@@H](NC(=O)c2ncnc3[nH]ccc23)C(C)(C)C#N)cc1,,,,,,,,,,,,,,,,,False
ASAP-0010911,,COC1=CC=C([C@@H](NC(=O)C2=C3C(=NC=C3)N=CN2)C(C)C2=NN=NN2)C=C1,,,,,,,,,,,,,,,,,False
ASAP-0010927,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)N(C)CC2,,,,,,,,,,,,,,,,,False
ASAP-0010929,,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)n1c(=O)[nH]c2c(N)ccnc12,,,,,,,,,,,,,,,,,False
ASAP-0010937,,COc1ccc([C@@H](NC(=O)c2ncnc3[nH]ccc23)C(C)(C)c2nnn[nH]2)cc1,,,,,,,,,,,,,,,,,False
ASAP-0010980,,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0011001,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(CO)CC3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0011035,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CO2,5.53,0.133,2.0,,,,,,,,,,,,,,False
ASAP-0011050,,CNCc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)NC(=O)CO5)C(C)C)ncnc3[nH]2)co1,6.62,0.158,2.0,,,,,,,,,,,,,,False
ASAP-0011053,,CCNC(=O)c1cc2c(N[C@@H](c3cccc(-c4ccc(OC)nc4)c3)C(C)C)ncnc2[nH]1,4.72,0.0509,2.0,,,,,,,,,,,,,,False
ASAP-0011055,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)NCC2,5.95,0.0845,2.0,,,,,,,,,,,,,,False
ASAP-0011058,,COc1c(Cl)ncnc1N[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)C(C)C,< 4.00,,1.0,,,,,,,,,,,,,,False
ASAP-0011061,,CCNC(=O)c1cc2c(N[C@@H](C(=O)NC3CCOCC3)C(C)C)ncnc2[nH]1,< 4.00,,1.0,,,,,,,,,,,,,,False
ASAP-0011070,,CCNC(=O)c1cc2c(N[C@@H](CC(=O)Nc3cnn(C(C)C)c3)C(C)C)ncnc2[nH]1,4.59,0.0503,2.0,,,,,,,,,,,,,,False
ASAP-0011072,,CCNC(=O)c1cc2c(N[C@@H](CCc3cccc(NS(C)(=O)=O)c3)C(C)C)ncnc2[nH]1,< 4.00,,1.0,,,,,,,,,,,,,,False
ASAP-0011074,,CC(C)[C@@H](Nc1c(N)cnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,< 4.00,,1.0,,,,,,,,,,,,,,False
ASAP-0011189,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)SCCO2,,,,,,,,,,,,,,,,,False
ASAP-0011150,,Cn1ncc(-c2cc3c(N[C@H](c4ccc5c(n4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,5.41,0.279,5.0,,,,,,,,,,,,,,False
ASAP-0011159,,CC(C)(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2,4.91,0.0836,2.0,,,,,,,,,,,,,,False
ASAP-0011166,,CNC(=O)Cn1cc(-c2cc3c(N[C@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cn1,6.66,0.0157,2.0,,,,,,,,,,,,,,False
ASAP-0011169,,CNCc1cc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)co1,5.79,0.193,3.0,,,,,,,,,,,,,,False
ASAP-0011171,,CNC(=O)Cn1cc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)cn1,,,,,,,,,,,,,,,,,False
